filepath,annotation,timestamp,height,width
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02174_20240501_134500_1.JPG",AA,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/POC_DSC02174_20240501_134500_2.JPG",POC,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/SP_DSC02174_20240501_134500_3.JPG",SP,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02174_20240501_134500_4.JPG",AA,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02174_20240501_134500_5.JPG",AA,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02174_20240501_134500_6.JPG",AA,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/POC_DSC02174_20240501_134500_7.JPG",POC,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02174_20240501_134500_8.JPG",AA,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02174_20240501_134500_9.JPG",AA,20240501_134500,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02297_20240501_134900_0.JPG",AA,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02297_20240501_134900_1.JPG",AA,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/FAV_DSC02297_20240501_134900_2.JPG",FAV,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/FVI_DSC02297_20240501_134900_3.JPG",FVI,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02297_20240501_134900_4.JPG",AA,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/FAV_DSC02297_20240501_134900_5.JPG",FAV,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02297_20240501_134900_6.JPG",AA,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02297_20240501_134900_7.JPG",AA,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02297_20240501_134900_8.JPG",AA,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/MILL_DSC02297_20240501_134900_9.JPG",MILL,20240501_134900,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02073_20240501_134138_0.JPG",AA,20240501_134138,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/CE_DSC02073_20240501_134138_1.JPG",CE,20240501_134138,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02073_20240501_134138_2.JPG",AA,20240501_134138,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02073_20240501_134138_3.JPG",AA,20240501_134138,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02073_20240501_134138_4.JPG",AA,20240501_134138,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02073_20240501_134138_5.JPG",AA,20240501_134138,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/PORM_DSC02073_20240501_134138_6.JPG",PORM,20240501_134138,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02073_20240501_134138_7.JPG",AA,20240501_134138,494,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/PORM_DSC02073_20240501_134138_8.JPG",PORM,20240501_134138,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02073_20240501_134138_9.JPG",AA,20240501_134138,494,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_0.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/SP_DSC02183_20240501_134519_1.JPG",SP,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_2.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_3.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_4.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_5.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_6.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_7.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_8.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02183_20240501_134519_9.JPG",AA,20240501_134519,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02102_20240501_134239_0.JPG",AA,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02102_20240501_134239_1.JPG",AA,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/TWB_DSC02102_20240501_134239_2.JPG",TWB,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02102_20240501_134239_3.JPG",AA,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/TWB_DSC02102_20240501_134239_4.JPG",TWB,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02102_20240501_134239_5.JPG",AA,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02102_20240501_134239_6.JPG",AA,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/PLAT_DSC02102_20240501_134239_7.JPG",PLAT,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02102_20240501_134239_8.JPG",AA,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/SP_DSC02102_20240501_134239_9.JPG",SP,20240501_134239,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_0.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_1.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_2.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_3.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_4.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/TWB_DSC02251_20240501_134734_5.JPG",TWB,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_6.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_7.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_8.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02251_20240501_134734_9.JPG",AA,20240501_134734,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07563_20240426_115603_0.JPG",S,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07563_20240426_115603_1.JPG",AA,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07563_20240426_115603_2.JPG",AA,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07563_20240426_115603_3.JPG",AA,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07563_20240426_115603_4.JPG",AA,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07563_20240426_115603_5.JPG",S,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07563_20240426_115603_6.JPG",S,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07563_20240426_115603_7.JPG",AA,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07563_20240426_115603_8.JPG",AA,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07563_20240426_115603_9.JPG",S,20240426_115603,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07427_20240426_114918_0.JPG",AA,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07427_20240426_114918_1.JPG",S,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/SC_DSC07427_20240426_114918_2.JPG",SC,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07427_20240426_114918_3.JPG",R,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07427_20240426_114918_4.JPG",R,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07427_20240426_114918_5.JPG",AA,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07427_20240426_114918_6.JPG",R,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07427_20240426_114918_7.JPG",S,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07427_20240426_114918_8.JPG",S,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07427_20240426_114918_9.JPG",R,20240426_114918,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07436_20240426_114949_0.JPG",PORM,20240426_114949,454,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07436_20240426_114949_1.JPG",R,20240426_114949,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07436_20240426_114949_2.JPG",PORM,20240426_114949,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07436_20240426_114949_3.JPG",S,20240426_114949,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07436_20240426_114949_4.JPG",PORM,20240426_114949,488,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07436_20240426_114949_5.JPG",S,20240426_114949,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07436_20240426_114949_6.JPG",R,20240426_114949,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07436_20240426_114949_7.JPG",PORM,20240426_114949,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07436_20240426_114949_8.JPG",R,20240426_114949,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07436_20240426_114949_9.JPG",PORM,20240426_114949,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07453_20240426_115049_0.JPG",R,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07453_20240426_115049_1.JPG",R,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07453_20240426_115049_2.JPG",S,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07453_20240426_115049_3.JPG",PORM,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07453_20240426_115049_4.JPG",AA,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07453_20240426_115049_5.JPG",AA,20240426_115049,376,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/OT_DSC07453_20240426_115049_6.JPG",OT,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07453_20240426_115049_7.JPG",S,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07453_20240426_115049_8.JPG",PORM,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07453_20240426_115049_9.JPG",PORM,20240426_115049,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07425_20240426_114913_0.JPG",PORM,20240426_114913,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07425_20240426_114913_1.JPG",AA,20240426_114913,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07425_20240426_114913_2.JPG",S,20240426_114913,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07425_20240426_114913_3.JPG",S,20240426_114913,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07425_20240426_114913_4.JPG",AA,20240426_114913,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07425_20240426_114913_5.JPG",S,20240426_114913,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07425_20240426_114913_6.JPG",PORM,20240426_114913,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07425_20240426_114913_7.JPG",S,20240426_114913,368,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07425_20240426_114913_8.JPG",AA,20240426_114913,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/SP_DSC07425_20240426_114913_9.JPG",SP,20240426_114913,416,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07463_20240426_115126_0.JPG",AA,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07463_20240426_115126_1.JPG",AA,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07463_20240426_115126_2.JPG",AA,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07463_20240426_115126_3.JPG",S,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07463_20240426_115126_4.JPG",PORM,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07463_20240426_115126_5.JPG",PORM,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07463_20240426_115126_6.JPG",AA,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07463_20240426_115126_7.JPG",PORM,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07463_20240426_115126_8.JPG",PORM,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07463_20240426_115126_9.JPG",AA,20240426_115126,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07435_20240426_114947_0.JPG",PORM,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07435_20240426_114947_1.JPG",R,20240426_114947,388,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07435_20240426_114947_2.JPG",AA,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/SP_DSC07435_20240426_114947_3.JPG",SP,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/PORM_DSC07435_20240426_114947_4.JPG",PORM,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07435_20240426_114947_5.JPG",S,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07435_20240426_114947_6.JPG",AA,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07435_20240426_114947_7.JPG",R,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07435_20240426_114947_8.JPG",S,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07435_20240426_114947_9.JPG",S,20240426_114947,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07483_20240426_115239_0.JPG",AA,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07483_20240426_115239_1.JPG",S,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07483_20240426_115239_2.JPG",S,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07483_20240426_115239_3.JPG",AA,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07483_20240426_115239_4.JPG",AA,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07483_20240426_115239_5.JPG",S,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07483_20240426_115239_6.JPG",S,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07483_20240426_115239_7.JPG",S,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07483_20240426_115239_8.JPG",R,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07483_20240426_115239_9.JPG",AA,20240426_115239,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/SP_DSC07385_20240426_114652_0.JPG",SP,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/SP_DSC07385_20240426_114652_1.JPG",SP,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07385_20240426_114652_2.JPG",S,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07385_20240426_114652_3.JPG",AA,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07385_20240426_114652_4.JPG",R,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/SP_DSC07385_20240426_114652_5.JPG",SP,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07385_20240426_114652_6.JPG",R,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07385_20240426_114652_7.JPG",AA,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07385_20240426_114652_8.JPG",S,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/STY_DSC07385_20240426_114652_9.JPG",STY,20240426_114652,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07478_20240426_115230_0.JPG",R,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07478_20240426_115230_1.JPG",R,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07478_20240426_115230_2.JPG",R,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07478_20240426_115230_3.JPG",S,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07478_20240426_115230_4.JPG",AA,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/AA_DSC07478_20240426_115230_5.JPG",AA,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07478_20240426_115230_6.JPG",S,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07478_20240426_115230_7.JPG",S,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07478_20240426_115230_8.JPG",R,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/R_DSC07478_20240426_115230_9.JPG",R,20240426_115230,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q2/S_DSC07484_20240426_115240_0.JPG",S,20240426_115240,500,500
